NIF;clave;nombre;direccion;latitud;longitud;frase
43961540S;t05qWQ0f;Glory Venneur;6253 Sloan Center;38.76132;-2.998973;El oro es mucho mas pesado que el agua
18553502Y;2QGuyrf;Ancell Shrimpton;9 Meadow Vale Lane;36.217253;-6.42716;Aquella casa es famosa
57129880T;uhS7wqbY;Bria Enevoldsen;5 Sheridan Alley;43.084208;-2.279631;Ha parado de llover
06764499Q;9XJ7B4saVZ;Joceline Patton;88534 Delladonna Court;39.872966;-6.63809;Tengo alergia al polen
59867433I;lA4fI38SJ;Cicely Umfrey;6 Truax Drive;40.331412;-3.64176;Tengo un poco de frio
13846570E;LhrlaykN;Dennet Busson;603 Columbus Junction;41.826221;0.649613;El tiene tres hijas Una esta casada pero las otras dos no
70548722F;qjCNikP;Vaclav Macartney;00 West Alley;39.906883;-1.275524;Este puente parece resistente
95782036N;0Zp68VMse;Rufe Milsap;12 Debs Circle;40.070463;-5.433245;El tiempo mejoro
84166100F;dcfBipxZ;Bernete Rau;074 Cherokee Hill;37.139982;2.876039;Es mejor que cierres la puerta
76036927Z;LbllY3B;Dickie Halliberton;865 2nd Circle;37.587217;-8.393928;La Quinta Avenida de Nueva York es comparable a Ginza
90191536T;B2Zds4rlo0zy;Brockie Hefforde;54990 Elka Circle;42.815741;-4.440911;El responsable de eso eres tu
23924714H;MB5Xeuw;Crawford McMonnies;2 Stoughton Way;38.977895;-3.926373;Lo metieron en prision
85900886P;28V7Cki;Clarinda Hamerton;71 Sauthoff Trail;40.333556;-8.870675;Congela ese pescado y esa carne por favor
85653922U;hLwthpV6x;Dorotea Arkill;5855 Anhalt Avenue;37.362193;0.52799;Lo que es hasta ahora el viaje ha sido muy divertido
31502391G;vPnUfEa;Caressa Culverhouse;39 Charing Cross Plaza;37.651052;0.700538;Deberia llegar a tu casa dentro de una hora
51112749G;vD3l4SBiUC0;Flossy Gerling;9 Eagan Center;41.819356;-0.949487;Le robaron el coche en ese aparcamiento
83750424S;kShD5Au8lSKl;Giles Ballach;06961 High Crossing Place;39.146541;-8.262071;Le dijimos al guia del autobus que queriamos ir de compras
89468684K;CSsmx8TGD5R;Mommy Perkis;27 Linden Way;37.978056;-3.892426;Esquiar sobre nieve fresca es algo muy divertido
84023321M;HNOY4agn;Corrie Duchart;0061 Elka Court;42.888876;-1.27593;Ella advirtio a los ninos de que no jugasen en la calle
23190931E;3C3NKhktES;Rhodie Merali;7629 American Court;42.796215;-6.403951;Ella empezo a hablarle al perro
79230692O;1sTc2wUjH50;Franciskus Fiddeman;3036 Jenna Center;42.032064;-1.22966;Ella viajo por todo el mundo
05765239R;LVZM9r5;Lodovico Gyer;800 Old Gate Avenue;42.575464;-0.896793;Comprendi que es imposible superarlo en ingles
45322647Y;YEoGTc4;Vincents Alpes;1 Monument Road;38.048776;-4.912802;Esto es gratis
16556198L;C3vwNRJ2t8;Jud Doylend;24 Shasta Circle;42.503325;-7.127766;Dime la razon por la que ella esta llorando
90173513I;EKJUbQ70CCW;Krysta Mocquer;3893 Golf Course Pass;36.086497;-2.560477;Ella vio a los ninos nadar en el estanque
00834435G;65PBMDewo8G;Billie Cowle;3895 Bay Junction;40.043361;-3.41207;El vive en el distrito sur de la ciudad
10144160Q;E9vegZP;Genni Dalston;6386 Kim Park;37.00281;0.25335;El no es norteamericano sino frances
07469061I;vv9YYkL3Vc3I;Richmound Dowtry;2617 Springs Court;40.887551;-0.177125;El anciano fallecio esta manana
42430453E;i23QVkNytSz;Mic Barham;78908 Mockingbird Hill;40.701398;1.94168;El sufre un terrible dolor de cabeza
28427422Z;bM57wA;Puff Bearman;9276 Shoshone Lane;42.870699;1.467919;Los dias de buen tiempo solia hacer senderismo
77821279J;2NP02roYSyv;Georgeanne Guthrum;1 Hanover Terrace;38.654326;-2.498725;El la tranquilizo
37606909D;IlQsWlh8;Jilli Batt;20 Marquette Way;42.347219;-6.966055;La isla estaba envuelta en una espesa niebla
89538349Z;YAVbeLpE;Elysia Ayscough;08623 Stuart Junction;40.682792;2.204271;El era muy amable
19441235W;KFlDrvW;Jandy Reily;9 Namekagon Crossing;43.18336;-6.756811;Ella me hizo esperar mas de una hora
86117799U;CCj8jWK;Inna Corrison;0 Sherman Junction;41.104221;-2.312439;Al crecer se convirtio en una bella mujer
38070522Z;FtjattVC;Hollis Ritmeier;0046 Kropf Drive;37.357549;-4.255914;Bailaban al son de la musica
45214923Y;mxKpzsBiyO;Arvin Kettlestring;23541 Daystar Parkway;37.726898;-3.692965;Te he hecho esperar mucho
47333746U;CmO2Fnzoyux;Asia Queyeiro;6 Lawn Street;37.440089;-6.65694;El ansia con fuerza la fama
96159426S;mLvD1Kt;Cinda Foulsham;31 Chinook Road;40.639356;-0.290457;Le bajo la fiebre
23500112L;uM7YI2JWgX;Iorgos Aulton;67068 Merry Plaza;37.95653;-6.201068;Creen que Jane es sincera
38137017S;KNLBblio;Pierre Tremblet;80473 Sloan Crossing;38.821574;2.446576;Llegaron justo a tiempo del ultimo tren
90345072L;mRmIfg4J;Erie Sheach;0425 Bluejay Alley;42.510839;-3.687256;Piensan investigar ese caso
43693916W;t8DI9Y;Dorotea Girardini;535 Farragut Center;42.420679;1.472608;Cazaron ciervos y zorros
61453131U;b1XcuhMlt;Elise Bernier;39 Upham Point;38.894846;-1.149097;El daba por hecho que tendria exito
62337884X;yWg3958ixN7k;Annetta Milksop;1241 Hintze Junction;39.002914;-5.776393;Ella se parece un poco a su madre
97643152M;PF8SckmY;Tudor Allinson;0957 Vermont Point;42.525627;-7.919526;Te pondras el kimono
95227212X;VjlDd0WrwsL8;Sutherland Howarth;9378 Talisman Alley;37.53508;-2.379546;Podria hacer una reserva
52133788X;hMnB7eK4WM;Kelsi Hatcliffe;8235 Graedel Parkway;37.333174;-8.792853;En su cara aparecieron el temor y la preocupacion
45767676R;ULWIwMQKRiT4;Gabbey Pideon;16 Manufacturers Junction;42.935031;-2.266786;Los trabajadores estan en huelga
54189018W;K7zSkGcY;Siusan Arnopp;982 Sauthoff Lane;37.335592;-0.795769;No hay nadie en la sala
54064120E;tMiKuA5;Neall Mugg;964 Marcy Place;36.243916;-2.543152;Hace tres semanas que ella esta enferma
12538669C;svBbsg6jy;Addison Brandolini;804 Dwight Road;38.439347;-5.320126;Me pregunto si yo sabia el numero de telefono de ella
77130533O;PLZ1I4kZ;Penelopa Loffel;88068 Stephen Court;38.315384;0.544279;El gano el primer premio del concurso de deletreo
55937415D;B4MsbINdM;Marika Allwood;14556 Hallows Drive;39.3929;-9.250985;Su hija se ha hecho una bella mujer
27970470I;kBd0DdjdtCm8;Darlleen Jereatt;3507 Havey Crossing;41.730322;-2.648806;El lee novelas policiacas a veces
43971855Q;Yies1J;Dosi Guesford;66557 Melrose Court;42.748145;-0.992854;Caminaban a una media de tres millas por hora
89223278H;gaDHnlutvum;Helena Tocknell;7959 Mendota Plaza;35.935592;-2.941149;Ella sintio como le temblaban las rodillas
21352963X;PGzMArgii;Gerti Abethell;35 Superior Pass;38.05762;-5.169889;Buen viaje
07492156F;uqrHtyZIitXc;Winne Alldridge;0731 Comanche Street;43.068473;-4.35838;La madre de ella no es tan mayor como aparenta
05074429W;jVK5ii6fB;Korrie Verheyden;6 Mallard Terrace;42.624174;1.32995;Nos metimos en un coche
19043877U;W4hdi3;Dixie Broadberrie;8453 Bluejay Court;41.257733;-3.527137;Kate es admirada por todos
73416848N;G2eayOMlPAd;Christel Heineke;0224 Pierstorff Parkway;41.069519;-1.934448;Por esa razon he venido aqui
29929990U;Ep6tGrvj;Amy Bradick;5880 Victoria Point;41.330954;-6.908104;Me he acostumbrado a vivir solo
74997818X;3Bh5kJlWvR;Cathrine Melvin;1 4th Road;42.206894;-0.499276;Haz lo que quieras
88653794P;3qvK7mcD;Linda Cleaves;27 Northland Pass;39.006754;-1.511747;No creo que el sepa hacer ese trabajo
61593347W;258Sgh0ITJQD;Mechelle Woodnutt;078 Brickson Park Circle;38.139777;-8.791477;Eres capaz de decir en ingles lo que estas pensando
83115862L;KbiLvkYRVMc3;Carry Annatt;3933 Lukken Plaza;43.130327;-8.595148;Leimos ese libro por orden
38959888U;VFWTH5BG1;Norah McCahey;89 Lerdahl Street;43.003312;-5.8876;Pienso que es mejor que no diga nada sobre eso
21280988G;YDA4rsyAg;Palmer Fogarty;56 Ronald Regan Crossing;37.098631;-4.708709;Acaso te lo podrias imaginar
10186993N;azUhOd98L5;Alika Fentem;6 Hermina Trail;37.136423;-3.477752;A su hijo lo llamamos Jimmy
85604283B;AMEFknOC;Allys Statton;16228 Milwaukee Center;39.21431;-1.616401;Los seres humanos son impotentes ante la naturaleza
77356893M;gx6t6Kc;Terrijo Hannabus;46800 Golden Leaf Plaza;42.836735;-1.188293;Este es el peor libro entre los que he leido hasta ahora
19181098H;0GdObJVEgM;Joelie Teresa;431 Lake View Drive;40.319201;-1.330991;Esas plantas se marchitaron porque no tenian agua
28085607Q;w1w7QPjR;Jocko Slaight;2168 Maryland Center;36.334768;-5.62592;El no habla nuestra lengua
06581943B;Js3Eu0QTp;Bobette Blasik;476 Clarendon Pass;39.43122;-8.776201;Si eso si puedo cantarlo de memoria
91547653A;FOZQu2E;Ezri Cinavas;00209 Orin Drive;38.459439;-2.763064;Gracias por una noche agradable
43427820B;wNt5nPslV1;Concordia Jacobs;98750 Welch Court;40.809135;-6.17651;No dejo de admirarme ante tu coche nuevo
99478947I;8qA5VMNkLg3;Katalin Gertray;8969 Dapin Way;42.470795;0.637696;Merece la pena visitar Kioto
36120633P;tX1RqXU1IL;Annamaria Kleinstub;3981 Acker Junction;37.258011;-1.32249;Lo que el trata de decir es bien sencillo de comprender
31557163O;QErz5W8BB;Merridie Olliar;620 Oak Crossing;38.801817;-8.4536;Habias visto alguna vez una pelicula tan maravillosa
75291153N;36JUKRj;Ame Dellit;54 Cambridge Street;40.197042;0.823739;El estuvo soltero toda la vida
60595994Q;Z4QVDz;Gusty Grayshan;6 Texas Center;38.804631;-6.67096;Como ha llegado el hasta aqui
67924035O;zyGoQtj;Daffie Nairy;234 Scofield Park;38.162966;-5.327936;La poblacion de Europa es menor que la de Asia
97171209W;9SRz3CI;Irina Borgnet;170 Everett Place;38.430036;-4.823263;Cuando me entere de eso me entraron ganas de gritar
37740713N;lMmkf77ssHF;Zachery Carlesso;882 Marquette Pass;38.602601;0.85628;Existen escasos pintores como Picasso
35794629R;qnCDAuhEhA4R;Randee Laroze;22241 Burrows Plaza;38.854871;-8.543823;No voy a desistir digas lo que digas
99041109F;YWonyeDhc4;Vonnie Harriott;411 Mendota Lane;36.105125;-3.281331;Me gusta el cabello corto
29991211P;IeClhPey;Pammy Egger;9 Elgar Drive;35.953159;-5.341578;A el le gusta mucho la musica
84616165R;R52GYXIdMqe8;Amity Sobczak;3448 Warrior Pass;38.681017;2.387207;No tengo la menstruacion
91429452N;ChvPkc;Celinda Humbatch;2150 Messerschmidt Drive;37.429412;-4.64175;Leer los kanjis es dificil
14029835P;cK54bTA6nhU;Micky Honisch;96 Lakewood Gardens Trail;39.113206;3.18548;Ellos comen en el hotel
94695823D;uLQY2rFY1Yi;Meridel Haughan;44 Cordelia Street;43.248524;-2.85936;Mi hermana menor se caso antes de los 20
47761063T;oLHDpFA4z93P;Zak Menary;5922 Jenifer Trail;40.666554;-1.881353;Mucha gente asistio a esa fiesta
93801663W;2V0Nj9W0RKQ;Betteanne Toopin;40 Scott Avenue;42.755924;-2.151097;La verdad acabara apareciendo
66986494D;TPb2FWnF;Pyotr Stobbart;9406 Lien Junction;39.355872;0.260344;Te doy 5 dolares
79257539S;XsKL614;Gayle Ernke;1795 Esch Place;40.632305;-2.453766;No creo que ella vuelva antes de las cinco
73917416K;dDZ1aI7pYVyw;Sabine Fincke;3497 Hansons Point;43.257104;-6.320672;Los ninos se estan cansando
35637363A;AVNCqs7aa2C;Wilbert Pusey;33 Hudson Court;42.073476;-9.56;Si la pintamos de blanco la habitacion se volvera mas luminosa
16883340H;4FuMkRER;Catlee Ellit;26646 Sommers Hill;39.755853;-7.85851;Ellos jamas mienten
17300577X;VLClKuNT;Verine Bowler;7 Oxford Center;42.336255;0.720014;Habia arboles tumbados por el tifon del dia anterior
94951207Q;doN9Vbwvo;Ax Hullin;529 Burning Wood Parkway;37.407331;-9.225558;Cree usted en los fantasmas
85453678O;I62qHjNMFN;Wendall Buxton;7702 Gina Drive;36.346066;-8.127394;Sigueme
11941462N;rWQJ0wuokkNF;Erv Passmore;7 Oxford Alley;36.263075;-6.341415;En el cielo brillan muchas estrellas
40494736T;tq4rLLPwFqd;Morrie Milesap;83574 Del Mar Point;38.55141;-0.373175;El invierno se marcha y llega la primavera
71899807M;wyePHHZUA;Alessandro Wem;5775 Morning Drive;41.201658;-0.994915;Judy mando a los ninos al dormitorio
08927319X;mDfp6t521urI;Tani Gritton;4 Marcy Plaza;37.195412;-5.474501;Este libro es tuyo
28252576Z;p9Op4W4SX;Daveta Burrill;9 Derek Point;41.916457;-8.101568;Esperamos a que el apareciera
85266812Z;2GHilibrKnR;Perkin Cowpertwait;7 Fulton Terrace;41.355142;-7.149541;Ella es timida y siempre se queda por detras
16557947I;YZTz9KzM8;Clarette Beernaert;99 Oak Valley Place;40.667135;3.29858;Corta el pastel con ese cuchillo
84480152Y;6tAlX4NkJ1yS;Hedy Oddey;1091 Bunker Hill Avenue;39.506258;-6.287861;Podria hablarme un poco mas despacio
15327355S;CWjkhiP;Rooney Sholem;22660 Express Street;40.699776;2.474334;Segun el periodico parece que ha habido un gran incendio en Boston
77807563Q;eoRKL6;Onofredo Hierro;18046 Farragut Avenue;41.518165;1.811296;Me alegre mucho de que ella me visitara repentinamente
02203672D;tEuuUlP412;Byrle Saturley;57 Brown Center;36.531031;3.226324;Si hubiera sabido la direccion de ella le habria escrito una carta
02922047F;zNsVWYeh7e1;Ellie Senchenko;87 Garrison Hill;36.854658;2.501319;Es lo que tu dices
17107498L;4LP0tf2;Reena Kristoffersen;6603 School Parkway;42.496202;2.312003;Que haces aqui
70352273D;O75A8O;Thekla Learmonth;366 Washington Lane;40.552508;1.34087;Este texto esta dirigido a principiantes
20886811Q;0rkxcNfZ;Jacquetta Millom;2633 Sugar Park;43.266888;0.211;Una chica me dio una naranja a cambio de un pastel
18945198W;qQ7A16i3pcOR;Zak Sherlock;4895 Pearson Parkway;37.663631;3.236818;Aquella casa del tejado rojo es la de Tom
63616899O;QqAQ0GvBJ;Kennith McMinn;9873 Dwight Lane;41.971946;-0.228101;Piedra papel tijeras
56226426N;5EfG64iFi;Clo Shepheard;2183 Gerald Junction;42.765474;-8.153584;El cuadro esta colgado torcido
23566185X;EeWPxZIyj;Cosette Cuvley;31466 West Crossing;36.754702;-3.901136;El diviso un barco en la distancia
93123144P;ixck1H;Gene Bebis;6 Crest Line Way;41.842174;1.396152;Meg esta preparando el desayuno
30022156S;ts1X0fF7lDS;Elsa Boyet;29 Morrow Pass;41.583865;-8.578631;La cultura se transmite de generacion en generacion
49829776F;co045k;Mame Kock;101 Hoepker Point;42.066565;0.997019;La semana pasada el estuvo enfermo
12456425A;GPTdcQRa;Adara Luca;498 Marquette Point;41.301955;-6.611519;A ella le salen unos hoyuelos encantadores cuando se rie
35011488N;D7lXGZUR;Georgi Drioli;5013 Northridge Lane;43.206489;3.20348;Eso huele bien
69861382G;x00zKwbriq;Enrichetta Solesbury;32 Killdeer Plaza;41.529431;-2.616836;Ella lavo los platos por propia iniciativa
94969186M;qvZjrvaD9WD;Hannis Fidler;2 Hallows Pass;40.125974;2.281074;El lago Biwa aparecio ante nuestra vista
04824140J;NsA5Ac8D;Wernher Danks;6912 Hoepker Crossing;37.574242;2.532708;Yoko es capitana de voleibol
68785390M;u17S7GW75C;Walliw Kettow;14 Scott Trail;35.955718;3.266226;Hoy no hace tanto frio como ayer
94837819G;dlXfsbmv;Janaya Checchetelli;07 Orin Drive;42.032909;-6.366055;Marzo ventoso y abril lluvioso hacen a mayo florido y hermoso
66826340Q;wCHHjZC;Dalton Coulthurst;04869 Main Point;38.050175;0.970315;El la queria muchisimo
24768019Q;pyZWSApAG4;Colline Aggus;31194 Browning Terrace;41.422304;-2.207708;Si pero no es necesario quedarse hasta el final
93207769Y;iey4rgcH9vtY;Sterne Roxby;4 Jana Point;42.35869;1.433335;Creo que volvere el lunes de la semana proxima
34181389P;DymhPwq;Kort Charter;3 Kennedy Center;38.554567;2.239534;El estaba completamente agotado cuando volvio a casa
51808187N;ocQwInw;Lowell MacElroy;9118 Trailsway Court;41.876464;-3.383981;Voy a banarme
70612627U;S1z9WNg;Joyce Edgehill;3 Meadow Vale Drive;38.857463;-7.95407;Mi hija tiene previsto casarse en junio
69760186P;f58B3V;Haleigh Amorts;08 Ludington Place;39.935992;-1.825183;Tiene dos hijos y uno de ellos aun es universitario
13984784Z;6wRJWMxUNX0;Joela Pellatt;52 Dennis Junction;36.800476;0.945525;Deme dos sellos de 45 centimos por favor
04068500S;2J5HCjzX7;Marcelline Owenson;723 Sheridan Terrace;42.56828;-5.37474;El vive solo en medio de la jungla
32240801I;CEW3dkNI;Ranice Lowmass;83589 Jenifer Circle;41.98735;-4.674524;Eres demasiado joven para viajar solo
10380302T;0IhXG12;Issi Kaines;84 Farwell Road;38.59913;-3.47745;El encontro una pelota en el jardin
26380655M;xnyt9LPJoih;Grazia Pentercost;15422 Atwood Terrace;42.196908;-5.273383;Aqui es donde trabaja mi padre
79703580V;cYzpEcwIG;Kent Dallender;59 Maple Way;36.735957;-8.280029;El no ve la television en absoluto
84388715A;zFAgH89;Dara Brecon;5168 Blue Bill Park Circle;36.338855;0.156891;El fue nominado como candidato a la presidencia
63391272U;IaLIPb4fQ4Kw;Frank Shackle;0872 Continental Junction;41.60404;-6.173166;Recuerdo bien el dia en que nacio mi hermana menor
01588075P;qRxMQHXiTb;Davey Temple;6539 Homewood Drive;39.597135;-7.670122;El volvio a las nueve
66384642F;7d2xpyQv8GHM;Aubrette Newarte;65210 Novick Lane;37.654968;-7.795535;El viento soplaba violentamente
67599385P;trEMf6UH4Gn6;Nap Streatfield;0485 Porter Terrace;36.237816;1.99611;Contestad cuando se os llame por vuestro nombre
07395076J;eK5v94rXb;Phillis Desesquelle;3 Vernon Junction;40.792735;-7.480816;El telefono fue inventado por Bell en 1876
27873018X;l6MprRCA;Tiffani Lapree;6 Talisman Trail;40.092135;-1.878111;Se debe prestar atencion a los semaforos de trafico
94776663F;oZa1FHihGY;Ginger Belmont;11 Loeprich Hill;42.818345;-4.127385;Creo que manana no llovera
21362027M;mkdoDbg3bh;Sal Wildman;75 Emmet Place;37.18869;-9.150276;Hable en voz alta por favor No le he oido
47470709D;JDMSZa3RX2gl;Amalia Bittlestone;2 Roth Parkway;42.911662;-2.36118;Los articulos para el hogar estan en la tercera planta
44102733W;knC3VyskMl;Albertina SwyerSexey;98 Doe Crossing Terrace;36.639878;-5.431598;Para final de este mes el numero de personas que trabajan en la ciudad superara las 1000
91997391P;cJ2V9c;Natalie Huygen;5 Nelson Parkway;37.209364;-9.75998;A esta hora viene el siempre
52214130C;Zijk9A;Henrik Fawlkes;10285 Northview Point;41.187879;-8.570135;Yo no tengo tiempo para viajar
08874284H;WV6Pufr8ApZ;Denice Blewett;706 Mosinee Junction;36.76881;-0.84135;Hablemos mientras tomamos un te
93759091N;dSdkyfmFCAB;Benji Fernehough;83374 Clemons Point;37.966171;-5.734537;Voy con retraso sobre lo previsto
04697417G;X4yA3WoKxPp9;Chet Wink;5773 Grasskamp Street;39.267014;-5.27206;Me gusta hacer regalos a mis familiares y amigos
32781910P;saU2hh8O3iEy;Georgena Philipot;2 Vera Center;36.495389;-6.239854;Las aves ponen huevos
01586873K;TwR1pl9y;Abel Lulham;1696 Independence Junction;42.445183;0.23589;Tengo cita para que me vea el medico a las cuatro
03744345I;humj6uz58MD0;Tommy Eyton;6876 Hermina Crossing;40.968;-7.548002;No se donde vive ella
51159091N;chCUVqH1D6Z;Annabal Alekseicik;1438 Clemons Pass;42.831612;3.180292;Los hombres construyen casas las mujeres construyen hogares
59270658S;3GyWgSy;Jonie Haton;95844 Lakewood Circle;37.43661;-4.19303;Fingio no escuchar lo que yo decia
09441384P;gZqQytqDe2EC;Tomasina Bantock;22068 Huxley Court;37.521677;0.277853;Es la primera vez que tomas comida japonesa
27001232I;O8wBqFgg4d8X;Jayme Youel;6708 Northwestern Junction;40.710458;-6.904155;Ellos lo oyeron bajar por las escaleras
63009046O;6D5DhhN;Teressa Havelin;33 Bayside Junction;36.096198;-8.523903;No voy a permitir tus errores nunca mas
73644598Z;dU86j7CO;Kyla Barlthrop;668 Commercial Crossing;39.836088;-5.9061;La forma de las cajas es normalmente cuadrada
15365516J;jMrsJ9G;Rex Le Grys;408 Stone Corner Crossing;38.557544;-3.989383;El ayudo a la anciana a levantarse de su asiento
86888415C;uC95DMQT;Sherwood Polglaze;15110 Darwin Pass;38.236164;-4.12977;Vi a una nina cuyo pelo le llegaba hasta la cintura
58141121H;QHeFqm;Sherye Basire;035 Union Trail;36.026008;-1.84799;Se le habia dormido el pie derecho
26329719V;SXyh1PCUA1N;Joannes Paskerful;260 Anzinger Terrace;38.390908;2.2795;Ambas estan bien
04410893N;771F4sUuB;Sherrie Celloni;3513 Sloan Pass;40.200015;-4.925791;El aire de las grandes ciudades esta contaminado
18564286J;fQfA3bjTT7;Ave Chavey;6032 Hayes Park;37.883778;-1.355585;Tengo padre madre y hermana menor
79953051W;QrdLRDr7LB;Lothaire Powder;506 Shelley Park;41.527315;-5.525623;Me pregunto si se pondra ella bien pronto
92406299I;CutoDv;Mattheus Trudgian;1854 Badeau Road;39.353971;2.196554;El se equivoca constantemente al escribir en ingles
90668726M;G6sCFOLeXomt;Hazel Petranek;8 Shopko Trail;42.01891;0.75543;Aqui Aya aqui Aya alguien me recibe
